,docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
3688,uc2.ark+=13960=t46q1tq0q,1920,1920,1920,,fic,,,male,"King, Basil,",The thread of flame
3689,nyp.33433075756688,1920,1920,1920,,fic,,,male,"Turner, John Hastings.",A place in the world
3690,uc1.$b685844,1920,1920,1920,,fic,,,male,"Scott, Walter,",Kenilworth
3691,mdp.39015061865930,1920,1920,1920,,fic,,,male,"Coolidge, Dane,",Wunpost
3692,uc2.ark+=13960=t03x85727,1920,1920,1920,,fic,,,male,"Gibbs, Philip,",Wounded souls
3693,mdp.39015026866577,1920,1920,1920,,fic,,,unknown,"Sinclair, Upton,",The jungle
3694,mdp.49015000728874,1920,1920,1920,,fic,v.1,,male,"Hardy, Thomas,",The writings of Thomas Hardy in prose and verse
3695,uc1.b3578355,1920,1920,1920,,fic,,,male,"Davis, Richard Harding,",The Red Cross girl
3696,uc1.b3579157,1920,1920,1920,,fic,,,unknown,"Kipling, Rudyard,",Stalky & Co
3697,uc2.ark+=13960=t2t43jx20,1920,1920,1920,,fic,,,mostly_male,"Fillmore, Parker,",The shoemaker's apron;
3698,mdp.39015063527561,1920,1920,1920,,fic,,,male,"Chambers, Robert W.",The restless sex
3699,uc2.ark+=13960=t6m04621d,1920,1920,1920,,fic,,,male,"Harris, Frank,",The bomb
3700,uc1.31158005184766,1920,1920,1920,,fic,,,male,"Conrad, Joseph,",Tales of unrest
3701,loc.ark+=13960=t0ms3v61z,1920,1920,1920,,fic,,,mostly_female,"Andrews, Mary Raymond Shipman,",The counsel assigned
3702,mdp.39015069765272,1920,1920,1920,,bio,<blank>,,female,"Coates, Zelda K.",The life and work of Friedrich Engels
3703,mdp.39015063023777,1920,1920,1920,,bio,<blank>,,unknown,"West, Algernon,",Contemporary portraits;
3704,mdp.39015050602609,1920,1920,1920,,bio,<blank>,,male,"Porteus, Thomas Cruddas.",Captain Miles Standish
3705,wu.89061894143,1920,1920,1920,,bio,<blank>,,unknown,"Baker, Albert Clark, 1854-","Genealogy and history of the Baker, Andrus, Clark, and Adams families, with descriptive travels of the author"
3706,mdp.39015014147170,1920,1920,1920,,bio,<blank>,,male,"Burr, Charles W.",S. Weir Mitchell
3707,wu.89054394267,1920,1920,1920,,bio,<blank>,,male,"Chubb, Edwin Watts,",Sketches of great painters
3708,inu.32000002836171,1920,1920,1920,,bio,<blank>,,mostly_female,"Drew, Mary Gladstone,",Catherine Gladstone
3709,mdp.39015067242183,1920,1920,1920,,bio,<blank>,,male,"Buchan, John,","Francis and Riversdale Grenfell, a memoir"
3710,uc1.b4570417,1920,1920,1920,,bio,<blank>,,male,"Filon, Augustin,",Recollections of the Empress Eugénie
3711,uc2.ark+=13960=t9v11zj0h,1920,1920,1920,,bio,v.02,,male,"Ilchester, Giles Stephen Holland Fox-Strangways,","Henry Fox, first Lord Holland, his family and relations"
3712,mdp.39015058394928,1920,1920,1920,,bio,<blank>,,unknown,"Gooch, G. P.",Life of Lord Courtney
3713,mdp.39015030643517,1920,1920,1920,,bio,<blank>,,male,"Roch, Walter Francis,",Mr. Lloyd George and the war
3714,nyp.33433082406772,1920,1920,1920,,bio,v. 1,,male,"Choate, Joseph Hodges,",The life of Joseph Hodges Choate as gathered chiefly from his letters
3715,inu.32000007381926,1920,1920,1920,,bio,<blank>,,male,"Rochechouart, Louis Victor Léon,",Memoirs of the Count de Rochechouart in France
3716,mdp.39015059901929,1920,1920,1920,,bio,<blank>,,male,"Atkinson, Wilmer,",Wilmer Atkinson
3717,mdp.39015074187942,1920,1920,1920,,bio,<blank>,,unknown,"Robertson, J. M.",Charles Bradlaugh
3718,mdp.39015062994333,1920,1920,1920,,bio,<blank>,,unknown,"Robinson, Gertrude.",David Urquhart;
3719,mdp.39015059422496,1920,1920,1920,,bio,<blank>,,male,"Sears, Joseph Hamblen,",The career of Leonard Wood
3720,mdp.39015025917967,1920,1920,1920,,bio,<blank>,,male,"Gore, James Howard,",American Legionnaires of France;
3721,mdp.39015026102791,1920,1920,1920,,bio,<blank>,,unknown,"Johnston, R. M.","Napoleon, a short biography"
3722,uc2.ark+=13960=t18k7854j,1920,1920,1920,,bio,v.2,,unknown,<blank>,Memoirs of the Empress Eugenie
3723,mdp.39015027659245,1920,1920,1920,,bio,<blank>,,unknown,Euripides.,The Macedonian tetralogy of Euripides discussed and edited by Richard Johnson Walker
3724,mdp.39015071152212,1920,1920,1920,,bio,<blank>,,unknown,<blank>,An appreciation of Mary Pierce Martin
3725,uc2.ark+=13960=t1wd3qz0n,1920,1920,1920,,poe,,,male,"Bellinger, Alfred R.",Spires and poplars
3726,loc.ark+=13960=t98635b9v,1920,1920,1920,,poe,,,unknown,"Whitehall, Samuel. [from old catalog]","Hand in hand, and other poems"
3727,nyp.33433075816722,1920,1920,1920,,poe,,,male,"Fritchey, Alfred James,",The jars of life
3728,mdp.39015066931489,1920,1920,1920,,poe,,,male,"Kliuev, Nikolai Aleksieevich",Piesn' solntsenostsa
3729,uc2.ark+=13960=t9f47j98v,1920,1920,1920,,poe,,,unknown,"Bradford, Gamaliel,",A prophet of joy
3730,uc2.ark+=13960=t8nc5vx1h,1920,1920,1920,,poe,,,male,"Freeman, John,",Poems new and old
3731,uc1.b3335667,1920,1920,1920,,poe,,,male,"Graves, Robert,",Country sentiment
3732,njp.32101067581221,1920,1920,1920,,poe,,,unknown,"Gales, R. L.",Skylark and swallow
3733,loc.ark+=13960=t3vt26631,1920,1920,1920,,poe,,,male,"Burns, Robert,",The poems of Robert Burns
3734,nyp.33433075809560,1920,1920,1920,,poe,,,male,"Low, Benjamin Robbins Curtis,",Broken music;
3735,uc2.ark+=13960=t4gm83x76,1920,1920,1920,,poe,,,unknown,"Gibbs, A. Hamilton",Bluebottles
3736,uc2.ark+=13960=t0sq8sk9p,1920,1920,1920,,poe,,,male,"Ault, Norman,",A religious anthology
3737,uc2.ark+=13960=t9b56g202,1920,1920,1920,,poe,,,male,"Buber, Martin,",Ereignisse und Begegnungen
3738,uc2.ark+=13960=t09w0bn9j,1920,1920,1920,,poe,,,male,"Benét, William Rose,",Merchants from Cathay
3739,njp.32101067004901,1920,1920,1920,,poe,,,unknown,"Anderton, H. Orsmond.",A wayfarer's verses
3740,pst.000029060757,1920,1920,1920,,poe,,,unknown,,The hymnal
3741,inu.32000001367855,1920,1920,1920,,poe,,,female,"Browning, Elizabeth Barrett,",The poetical works of Elizabeth Barrett Browning
3742,loc.ark+=13960=t6d22dm0n,1920,1920,1920,,poe,,,male,"Ware, Richard Darwin,",Politics regained
3743,mdp.39015063916871,1920,1920,1920,,poe,,,male,"Du Bois, Hamilton Graham,",The path across the prairies
3744,nnc1.cu55988474,1920,1920,1920,,poe,,,unknown,,A miscellany of American poetry 1920
3745,loc.ark+=13960=t17m0vt6f,1920,1920,1920,,poe,,,male,"Tennyson, Alfred Tennyson,",Poems of Tennyson
3746,uc2.ark+=13960=t6057qn9c,1920,1920,1920,,poe,,,male,"Pim, Herbert Moore,",Songs from an Ulster valley
3747,uc2.ark+=13960=t8qc07h2w,1920,1920,1920,,poe,,,unknown,"Coungeau, E.",Rustling leaves
3748,mdp.39015024827308,1920,1920,1920,,poe,v.1,,male,"Noyes, Alfred,",Collected poems
3749,mdp.39015035838864,1920,1920,1920,,poe,,,unknown,"Carman, Bliss,",April airs;
3750,coo1.ark+=13960=t53f59w39,1920,1920,1885,,poe,,,male,"(John Gamaliel) Allen, John G.",History of Rochester in verse
3751,mdp.39015024235114,1921,1921,1921,,fic,,,mostly_male,"Stratton-Porter, Gene,",Her father's daughter
3752,nyp.33433075751853,1921,1921,1921,,fic,,,male,"Stayton, Frank,",Threads
3753,uc2.ark+=13960=t3416xb9g,1921,1921,1921,,fic,,,male,"Bartlett, Thomas Patrick.",Confessions of a quack
3754,uc2.ark+=13960=t77s7jk92,1921,1921,1921,,fic,,,female,"Galt, Katherine Keene",The girl scouts rally
3755,nyp.33433074935366,1921,1921,1921,,fic,,,unknown,"Camp, Wadsworth,",The guarded heights
3756,nyp.33433074848056,1921,1921,1921,,fic,,,unknown,"Emanuel, V. R.",The Big Muskeg
3757,uc2.ark+=13960=t2794196g,1921,1921,1921,,fic,,,male,"Dixon, Thomas,",The man in gray
3758,uc2.ark+=13960=t6154gd1n,1921,1921,1921,,fic,,,male,"Hughes, Rupert,",Beauty
3759,uc2.ark+=13960=t6xw49k2m,1921,1921,1921,,fic,,,female,"Jordan, Kate,",The next corner
3760,uc2.ark+=13960=t1gh9nc2r,1921,1921,1921,,fic,v.1,,male,"Masson, Thomas Lansing,",Masterpieces of American wit and humor
3761,wu.89092536382,1921,1921,1921,,fic,,,male,"Blatchford, Robert,",Spangles of existence
3762,uva.x001586600,1921,1921,1921,,fic,,,male,"Reeve, Arthur B.",The mystery mind
3763,uc2.ark+=13960=t3pv6jc65,1921,1921,1921,,fic,,,male,"Tetley, William C.",Blanco y Colorado;
3764,uc2.ark+=13960=t1dj5bk0z,1921,1921,1921,,bio,<blank>,,unknown,"Bończa, St. J.","Joseph Pilsudski, founder of Polish national independence"
3765,wu.89054427604,1921,1921,1921,,bio,<blank>,,male,"Marquand, Allan,",Benedetto and Santi Buglioni
3766,mdp.39015030971553,1921,1921,1921,,bio,1941-50 suppl.,,unknown,<blank>,"The Dictionary of national biography, founded in 1882 by George Smith"
3767,mdp.39015059478902,1921,1921,1921,,bio,<blank>,,female,"Cooper, Irma Jane,",The life and public services of James Logan
3768,mdp.39015012147305,1921,1921,1921,,bio,<blank>,,male,"Madelin, Louis,",Danton
3769,mdp.39015030971355,1921,1921,1921,,bio,v.10,,unknown,<blank>,"The Dictionary of national biography, founded in 1882 by George Smith"
3770,uc2.ark+=13960=t51g0mt7w,1921,1921,1921,,bio,<blank>,,unknown,<blank>,Forging ahead in business
3771,mdp.39015031924478,1921,1921,1921,,bio,<blank>,,male,"Atkinson, Christopher Thomas.",Marlborough and the rise of the British army
3772,mdp.39015004945682,1921,1921,1921,,bio,v.2,,male,"Knox, Alfred William Fortescue,","With the Russian army, 1914-1917"
3773,mdp.39015048242047,1921,1921,1921,,bio,v.3,,male,"Thayer, Alexander Wheelock,",The life of Ludwig van Beethoven
3774,mdp.39015030971389,1921,1921,1921,,bio,v.13,,unknown,<blank>,"The Dictionary of national biography, founded in 1882 by George Smith"
3775,mdp.39015003511170,1921,1921,1921,,bio,<blank>,,mostly_female,"Maverick, Mary Ann (Adams),",Memoirs of Mary A. Maverick
3776,mdp.39015030971330,1921,1921,1921,,bio,v.8,,unknown,<blank>,"The Dictionary of national biography, founded in 1882 by George Smith"
3777,wu.89094711165,1921,1921,1921,,bio,v.2,,female,"Asquith, Margot,",The autobiography of Margot Asquith
3778,nnc2.ark+=13960=t6m04vs25,1921,1921,1921,,bio,1921,,male,"Schachner, August,","Ephraim McDowell, ""Father of ovariotomy"" and founder of abdominal surgery"
3779,mdp.39015064367579,1921,1921,1921,,bio,<blank>,,unknown,<blank>,Lives of the Serbian saints
3780,loc.ark+=13960=t5q825h7c,1921,1921,1921,,poe,,,male,"Corkum, Alexander C.",Musings of a mariner
3781,njp.32101067176204,1921,1921,1921,,poe,,,unknown,"Sidgwick, Frank.",More verse
3782,loc.ark+=13960=t67377m9m,1921,1921,1921,,poe,,,unknown,"Allen, Hervey,",Wampum and old gold
3783,loc.ark+=13960=t3xs6602n,1921,1921,1921,,poe,,,male,"Bellamy, Edward,",Just thoughts now and then
3784,loc.ark+=13960=t4fn1v152,1921,1921,1921,,poe,,,unknown,"Fletcher, Louisa.",The land of beginning again
3785,uc2.ark+=13960=t8cf9jx8w,1921,1921,1921,,poe,,,female,"Robinson, Corinne Roosevelt,",The poems of Corinne Roosevelt Robinson
3786,njp.32101072901133,1921,1921,1921,,poe,,,male,"Rhys, Ernest,",The golden treasury of longer poems
3787,uc1.b4282039,1921,1921,1921,,poe,,,male,"Palgrave, Francis Turner,",The golden treasury of the best songs and lyrical poems in the English language
3788,uc2.ark+=13960=t84j0h582,1921,1921,1921,,poe,,,male,"Hebblethwaite, James,",New poems of James Hebblethwaite
3789,uc2.ark+=13960=t7rn30w97,1921,1921,1921,,poe,,,male,"Murry, John Middleton,",Poems: 1916-20
3790,uc2.ark+=13960=t88g8gz72,1921,1921,1921,,poe,,,female,"Johnson, Elizabeth Mountcastle,",The infinite thought and other poems
3791,mdp.39015025096333,1921,1921,1921,,poe,,,male,"Bourinot, Arthur Stanley,",Poems
3792,uc2.ark+=13960=t7sn01r53,1921,1921,1921,,poe,,,male,"Robinson, Edwin Arlington,",Collected poems
3793,loc.ark+=13960=t6sx6xw00,1921,1921,1921,,poe,,,female,"Clark, Alice H. [from old catalog]",The church victorious through love
3794,uc2.ark+=13960=t2v40nq36,1922,1922,1922,,fic,,,male,"Gregory,",The image and other plays
3795,uc2.ark+=13960=t6c24s70q,1922,1922,1922,,fic,,,male,"Sconce, Harvey J.",The romance of everifarm
3796,coo.31924022152676,1922,1922,1922,,fic,v.7,,male,"Hawthorne, Nathaniel,",Works
3797,uc2.ark+=13960=t9b56qp01,1922,1922,1922,,fic,,,male,"Speakman, Harold,",Beyond Shanghai
3798,nyp.33433074878301,1922,1922,1922,,fic,,,male,"Le Queux, William,",The Golden face;
3799,nyp.33433081964714,1922,1922,1922,,fic,,,male,"White, Ramy Allison.",Sunny boy and his playmates
3800,loc.ark+=13960=t3mw38k83,1922,1922,1922,,fic,,,male,"Mason, Arthur,",Ocean echoes;
3801,mdp.39015022653938,1922,1922,1922,,fic,,,male,"Dukes, Paul,",Red dusk and the morrow;
3802,mdp.39015066294581,1922,1922,1922,,fic,v.14,,male,"Turgenev, Ivan Sergeevich,",The novels and stories of Iván Turgénieff
3803,nyp.33433084129281,1922,1922,1922,,fic,,,unknown,"Watanna, Onoto,",Sunny-San
3804,uc2.ark+=13960=t9h41nk9h,1922,1922,1922,,fic,,,female,"Macaulay, Rose,",Mystery at Geneva;
3805,uc1.b4108130,1922,1922,1922,,fic,,,male,"Congreve, William,",Incognita;
3806,mdp.39015059376718,1922,1922,1922,,fic,,,male,"Colcord, Lincoln,","An instrument of the gods, and other stories of the sea"
3807,uc2.ark+=13960=t9765cd86,1922,1922,1922,,fic,,,male,"Gross, Mark S.",To the dark tower;
3808,uc2.ark+=13960=t80k28x20,1922,1922,1922,,fic,,,unknown,"Johnson, W. Branch",Among French folk
3809,uc2.ark+=13960=t9377g25c,1922,1922,1922,,fic,,,unknown,"Beaumont, Gerald.",Riders up!
3810,uc2.ark+=13960=t0ms3mz2d,1922,1922,1922,,fic,,,female,"Magee, Anna F.",The Magee intermediate reader
3811,loc.ark+=13960=t7rn3vd3d,1922,1922,1922,,fic,,,unknown,"Verrill, Alpheus Hyatt,",The radio detectives
3812,inu.39000002421613,1922,1922,1922,,fic,,,unknown,"Milne, A. A.",Mr. Pim
3813,uc1.b3727422,1922,1922,1922,,fic,,,male,"White, Stewart Edward,","On tiptoe, a romance of the redwoods"
3814,uc2.ark+=13960=t7xk85q6c,1922,1922,1922,,fic,,,male,"Morley, Christopher,",Where the blue begins
3815,uc1.$b704541,1922,1922,1922,,fic,,,male,"Blasco Ibáñez, Vicente,",The Mayflower
3816,uc2.ark+=13960=fk27941091,1922,1922,1922,,fic,,,male,"Stradling, James M.",His talk with Lincoln;
3817,uc2.ark+=13960=t1pg1kh64,1922,1922,1922,,fic,,,female,"Brookes, Mabel Balcombe Emmerton,",Old desires
3818,nyp.33433074879572,1922,1922,1922,,fic,,,male,"Locke, William John,",The tale of Triona
3819,loc.ark+=13960=t5db8ws6b,1922,1922,1922,,fic,,,unknown,"Mackall, Lawton,",Bizarre
3820,mdp.39015063817954,1922,1922,1922,,bio,<blank>,,unknown,"Moulton, H. Fletcher",The life of Lord Moulton
3821,uc1.$b747689,1922,1922,1922,,bio,<blank>,,unknown,"Younghusband, G. J.",Forty years a soldier
3822,uc2.ark+=13960=t5j961m7c,1922,1922,1922,,bio,<blank>,,male,"Prout, Henry G.",A life of George Westinghouse
3823,loc.ark+=13960=t13n28971,1922,1922,1922,,bio,<blank>,,unknown,"McSpadden, J. Walker",The story of Abraham Lincoln
3824,wu.89066140443,1922,1922,1922,,bio,v.2,,female,"King, Nellie Clarke,",Some New England families
3825,mdp.39015022777133,1922,1922,1922,,bio,<blank>,,male,"Williamson, David,",Sir John Kirk
3826,mdp.39015028185117,1922,1922,1922,,bio,<blank>,,female,"Rodd, Rennell,","Social and diplomatic memories, 1884-1893"
3827,mdp.39015020475987,1922,1922,1922,,bio,v.1,,male,"Rosen, Roman Romanovich,",Forty years of diplomacy
3828,mdp.39015005456598,1922,1922,1922,,bio,<blank>,,female,"Whale, Winifred Stephens.",Women of the French revolution
3829,mdp.39015027251639,1922,1922,1922,,bio,<blank>,,female,"Bushnell, Sarah T.",The truth about Henry Ford
3830,uc1.32106001597878,1922,1922,1922,,bio,<blank>,,unknown,"Tolstai͡a, S. A.",Autobiography of Countess Tolstoy Sophie Andreevna Tolstoy
3831,uc1.32106020238496,1922,1922,1922,,bio,<blank>,,male,"Beatty, Arthur,","William Wordsworth, his doctrine and art in their historical relations"
3832,mdp.39015028751249,1922,1922,1922,,bio,<blank>,,male,"Schaff, Morris,","Jefferson Davis, his life and personality"
3833,mdp.39015027179103,1922,1922,1922,,bio,<blank>,,male,"Tarr, Frederick Courtney,",Prepositional complementary clauses in Spanish with special reference to the works op [!] Pérez Galdós
3834,mdp.39015041641856,1922,1922,1922,,bio,<blank>,,male,"Saunders, Kenneth J.",Gotama Buddha
3835,mdp.39015005375434,1922,1922,1922,,bio,v.1,,male,"Meier-Graefe, Julius,",Vincent van Gogh;
3836,uva.x030832919,1922,1922,1922,,poe,,,male,"Masefield, John,",Right Royal
3837,nyp.33433066599907,1922,1922,1922,,poe,,,female,"Morse, Katharine Duncan,",A gate of cedar
3838,loc.ark+=13960=t09w19j6q,1922,1922,1922,,poe,,,unknown,"Chaplin, Ralph. [from old catalog]",Bars and shadows
3839,mdp.39015063547957,1922,1922,1922,,poe,,,male,"Brink, Roscoe W.",Down the river
3840,uc1.b2973529,1922,1922,1922,,poe,v.2,,unknown,"Kipling, Rudyard,",A Kipling anthology
3841,uc2.ark+=13960=t0zp3zf0x,1922,1922,1922,,poe,,,female,"Deavours, Ernestine Clayton,",The Mississippi poets
3842,uc1.b3477439,1922,1922,1922,,poe,,,male,"Noyes, Alfred,",Watchers of the sky
3843,uc1.b4100596,1922,1922,1922,,poe,,,female,"Teasdale, Sara,",Rivers to the sea
3844,mdp.39076005085795,1922,1922,1922,,poe,,,female,"Burr, Amelia Josephine,","A child garden in India, for very little people"
3845,mdp.39015004303320,1922,1922,1922,,poe,,,unknown,"Ki, Tsurayuki,",Early Japanese poets;
3846,uc1.b3342623,1922,1922,1922,,poe,,,unknown,"Moore, T. Sturge",Tragic mothers
3847,nyp.33433046612838,1922,1922,1922,,poe,,,mostly_female,"Marcy, Mary Edna Tobias,",Rhymes of early jungle folk
3848,loc.ark+=13960=t1ng5805d,1922,1922,1922,,poe,,,male,"Adams, Robert Morrill,",Rude rural rhymes
3849,uc1.32106002124664,1922,1922,1922,,poe,,,female,"Lowell, Amy,","Dear sir (or dear madam) who happen to glance at this title-page printed you'll see to enhance its aesthetic attraction, pray buy, if you're able, this excellent bargain"
3850,loc.ark+=13960=t79s2mh5s,1922,1922,1922,,poe,,,male,"Currie, George G.",Songs of Florida and other verse
3851,loc.ark+=13960=t3xs69v3k,1922,1922,1922,,poe,,,male,"Zimmerman, Alexander,",From behind the factory walls
3852,loc.ark+=13960=t7vm55807,1922,1922,1922,,poe,,,male,"White, Clarence Adam. [from old catalog]","Crismus' comin', and honey, and other rhymes"
3853,uc1.$b686403,1922,1922,1922,,poe,,,male,"Sharp, William,",The immortal hour
3854,uc2.ark+=13960=t4hm5480w,1922,1922,1922,,poe,,,male,"Hindle, Edward,",A laboratory notebook of elementary botany
3855,nyp.33433076036908,1922,1922,1922,,poe,,,mostly_male,"Fuess, Claude Moore,",The little book of society verse
3856,uc2.ark+=13960=t1zc8078k,1922,1922,1922,,poe,,,male,"Marsden, William John Murray.",The wine drop and other poems
3857,loc.ark+=13960=t8w95sh47,1922,1922,1922,,poe,,,female,"Bates, Katharine Lee,",Yellow clover;
3858,bc.ark+=13960=t9w09k54z,1922,1922,1887,,bio,,,male,"Dwane, David T.",Early life of Eamonn de Valera
3859,nyp.33433112055219,1922,1922,1857,,poe,v. 1,,unknown,"Bond, R. Warwick (Richard Warwick),",The pedlar;
3860,mdp.39015024534490,1923,1923,1923,,bio,<blank>,,unknown,<blank>,Elbert Hubbard's scrap book
3861,wu.89069269272,1923,1923,1923,,bio,1923,,mostly_female,"Downie, Mary Lois,","Family history of John Downie, Sr"
3862,mdp.39015043495996,1923,1923,1923,,bio,v.1,,male,"Davis, Jefferson,","Jefferson Davis, constitutionalist"
3863,mdp.39015005137669,1923,1923,1923,,bio,v.2,,male,"Young, George Frederic,",The Medici
3864,wu.89067333633,1923,1923,1923,,bio,<blank>,,male,"Drewry, Patrick H.",The story of a church;
3865,uc1.32106020340722,1923,1923,1923,,bio,v.2:1,,unknown,"Philostratus,","Life and times of Apollonius of Tyana, rendered into English from the Greek of Philostratus the Elder"
3866,wu.89061954947,1923,1923,1923,,bio,<blank>,,male,"Lincoln, Waldo,",History of the Lincoln family
3867,uc1.$b252341,1923,1923,1876,,fic,,,unknown,"Tormay, Cécile,",Stonecrop;
3868,uc1.$b800144,1923,1923,1872,,fic,,,unknown,"Thompson, H. Alfarata Chapman (Harriet Alfarata Chapman),","Idealia, a Utopian dream, or, Resthaven"
3869,uc1.$b136746,1923,1923,1870,,fic,,,female,"Ring, Barbra,",Into the dark
3870,mdp.39015030747359,1923,1923,1890,,fic,,,unknown,"Herbert, A. P. (Alan Patrick),",The man about town
3871,njp.32101068163433,1923,1923,1872,,fic,,,female,"Abbott, Eleanor Hallowell,",Silver moon
3872,uc1.31158003000691,1923,1923,1878,,fic,,,male,"Quiroga, Horacio,",South American jungles tales
3873,inu.32000010035303,1923,1923,1850,,fic,,,female,"Champney, Elizabeth W. (Elizabeth Williams),",Romance of the Bourbon châteaux
3874,uc1.$b302116,1923,1923,1878,,fic,,,male,"Niven, Frederick,",The wolfer
3875,mdp.39015063976214,1923,1923,1874,,fic,,,male,"Woodward, William E.,",Bunk
3876,nyp.33433076031727,1923,1923,1876,,fic,v. 1 Myself to Date,,male,"Cobb, Irvin S. (Irvin Shrewsbury),",The works of Irvin S. Cobb
3877,mdp.39015068383846,1923,1923,1888,,fic,,,unknown,"Dallett, Morris.",Star of earth
